no,subject,match_type,cos_sim,true_content,pred_content
80,영어,invalid,-1.0,자기 주변 주제에 관한 담화의 주요 정보를 묻거나 답한다.,INVALID
81,영어,invalid,-1.0,"실물, 그림, 동작 등을 보고 간단한 단어, 어구, 문장으로 말하거나 쓴다.",INVALID
82,영어,invalid,-1.0,그림이나 도표에 대한 쉽고 짧은 글을 읽고 세부 정보를 파악할 수 있다.,INVALID
83,영어,invalid,-1.0,"단어, 어구, 문장을 듣고 연음이나 축약된 소리를 식별한다.",INVALID
84,영어,invalid,-1.0,"단어, 어구, 문장을 듣고 연음이나 축약된 소리를 식별한다.",INVALID
85,영어,invalid,-1.0,친숙한 주제에 관한 담화나 글에서 세부 정보를 파악한다.,INVALID
86,영어,invalid,-1.0,친숙한 주제에 관한 담화나 글에서 인물의 기분이나 감정을 추론한다.,INVALID
87,영어,invalid,-1.0,친숙한 주제에 관한 담화나 글에서 화자나 필자의 의도나 목적을 추론한다.,INVALID
88,영어,invalid,-1.0,적절한 전략을 활용하여 다양한 매체로 표현된 담화나 글을 듣거나 읽는다.,INVALID
89,영어,invalid,-1.0,적절한 전략을 활용하여 다양한 매체로 표현된 담화나 글을 듣거나 읽는다.,INVALID
90,영어,invalid,-1.0,"연음이나 축약된 소리를 활용하여 단어, 어구, 문장을 말한다.",INVALID
91,영어,invalid,-1.0,대상이나 인물의 감정을 묘사한다.,INVALID
92,영어,invalid,-1.0,대상이나 인물의 감정을 묘사한다.,INVALID
93,영어,invalid,-1.0,친숙한 주제에 관해 경험이나 계획을 설명한다.,INVALID
94,영어,invalid,-1.0,친숙한 주제에 관해 일이나 사건의 논리적 관계를 설명한다.,INVALID
95,영어,invalid,-1.0,친숙한 주제에 관해 자신의 의견을 주장한다.,INVALID
96,영어,invalid,-1.0,적절한 매체를 활용하여 정보 윤리를 준수하며 말하거나 쓴다.,INVALID
97,영어,invalid,-1.0,상대방을 배려하는 태도로 말하거나 쓴다.,INVALID
98,과학,invalid,-1.0,"탐구 활동 과정에서 지켜야 할 생명 존중, 연구 진실성, 지식 재산권 존중 등과 같은 연구 윤리와 함께 안전 사항을 준수할 수 있다.",INVALID
99,과학,invalid,-1.0,"탐구 활동 과정에서 지켜야 할 생명 존중, 연구 진실성, 지식 재산권 존중 등과 같은 연구 윤리와 함께 안전 사항을 준수할 수 있다.",INVALID
100,과학,invalid,-1.0,태양이 지구의 에너지원임을 이해하고 태양계를 구성하는 태양과 행성을 조사할 수 있다.,INVALID
101,과학,invalid,-1.0,"상대 습도, 단열 팽창 및 응결 현상의 관계를 이해하고, 구름의 생성과 강수 과정을 모형으로 표현할 수 있다.",INVALID
102,과학,invalid,-1.0,"일의 의미를 알고, 자유 낙하하는 물체의 운동에서 중력이 한 일을 위치 에너지와 운동 에너지로 표현할 수 있다.",INVALID
103,과학,invalid,-1.0,과학을 활용하여 우리 생활을 보다 편리하게 만드는 방안을 고안하고 그 유용성에 대해 토론할 수 있다.,INVALID
104,국어,invalid,-1.0,글을 쓰는 데 필요한 작문의 과정과 관습을 이해한다.,INVALID
105,국어,invalid,-1.0,자신의 경험을 개성적인 발상과 표현으로 형상화한다.,INVALID
106,국어,invalid,-1.0,단어의 짜임을 분석하고 새말이 만들어지는 원리를 이해한다.,INVALID
107,국어,invalid,-1.0,읽기 경험과 느낌을 다른 사람과 나누는 태도를 지닌다.,INVALID
108,국어,invalid,-1.0,"비판적 듣기의 기준인 신뢰성, 타당성, 공정성을 이해하고, 상대의 주장을 평가하며 듣는다.",INVALID
109,국어,invalid,-1.0,"읽기의 가치와 중요성을 깨닫고, 읽기를 생활화하려는 태도를 지닌다.",INVALID
110,국어,invalid,-1.0,"복합양식으로 구성된 글이나 자료의 내용 타당성과 신뢰성, 표현 방법의 적절성을 평가하며 읽는다.",INVALID
111,국어,invalid,-1.0,대화의 상황과 맥락을 이해하고 상대의 이야기에 공감하며 듣고 말한다.,INVALID
112,국어,invalid,-1.0,언어는 생각을 표현하며 다른 사람과 관계를 맺는 수단임을 이해하고 국어 생활을 한다.,INVALID
113,국어,invalid,-1.0,"운율, 비유, 상징의 특성과 효과에 유의하며 작품을 감상하고 창작한다.",INVALID
114,국어,invalid,-1.0,매체에 드러난 필자의 관점이나 표현 방법의 적절성을 평가하며 읽는다.,INVALID
115,국어,invalid,-1.0,듣기ㆍ말하기 과정을 점검하고 듣기ㆍ말하기의 어려움을 효과적으로 조정한다.,INVALID
116,국어,invalid,-1.0,"언어를 인간의 삶과 관련지어 이해하고, 국어와 국어생활이 시간의 흐름에 따라 변화 하는 양상을 분석한다.",INVALID
117,국어,invalid,-1.0,자신과 주변의 다양한 국어 실천 양상을 비판적으로 분석하여 언어와 자아 및 세계 사이의 관계를 인식한다.,INVALID
118,국어,invalid,-1.0,설득 전략을 비판적으로 분석하며 듣는다.,INVALID
119,국어,invalid,-1.0,"공식적인 상황에서 상대의 말을 정리하며 듣고, 자신의 의견을 조리 있게 말한다.",INVALID
120,국어,invalid,-1.0,도서관이나 인터넷에서 관련 자료를 찾아 참고하면서 한 편의 글을 읽는다.,INVALID
121,국어,invalid,-1.0,드러나지 않거나 생략된 내용을 추론하며 듣는다,INVALID
122,국어,invalid,-1.0,담화의 맥락에 적절한 어휘와 문법 요소를 선택하여 화자의 태도를 드러낸다.,INVALID
123,국어,invalid,-1.0,문제 상황과 관련된 다양한 관점의 글을 읽고 이를 문제 해결에 활용한다.,INVALID
124,국어,invalid,-1.0,자신의 삶과 관련지으며 글의 의미를 해석하고 독자의 정체성을 형성한다.,INVALID
125,국어,invalid,-1.0,동일한 화제를 다룬 여러 글이나 자료를 주제 통합적으로 읽는다.,INVALID
126,국어,invalid,-1.0,"매체 자료의 유형과 기능을 이해하고, 매체 자료를 효과적으로 활용하여 정보를 전달한다.",INVALID
127,국어,invalid,-1.0,대상의 특성에 맞는 설명 방법을 사용하여 글을 쓴다.,INVALID
128,국어,invalid,-1.0,문단과 글에서 중심 생각을 파악하고 내용을 간추린다.,INVALID
129,국어,invalid,-1.0,복합양식성을 고려하여 영상 매체 자료를 제작하고 공유한다.,INVALID
130,기술가정,invalid,-1.0,소비자의 안전을 위협하는 다양한 문제를 비판적으로 성찰하며 소비자 시민성을 반영한 소비생활을 실천한다.,INVALID
131,기술가정,invalid,-1.0,생활복지서비스와 일상생활에서 생성되는 빅데이터 적용의 의미를 파악하고 이를 활용하여 생활에 적용할 수 있는 새로운 복지 방안을 제안한다.,INVALID
132,기술가정,invalid,-1.0,"자기 이해를 기반으로 전 생애적 관점에서 진로 설계의 중요성을 인식하고, 자기 적성에 맞는 진로를 설계한다.",INVALID
133,기술가정,invalid,-1.0,효율적인 주거 공간 구성 방안을 탐색하여 자신의 생활에 적합한 주거 공간 구성에 활용한다.,INVALID
134,기술가정,invalid,-1.0,"가족의 건강과 환경을 고려한 식품 선택의 중요성을 이해하고, 식품을 안전하게 관리하고 보관하는 방법을 탐색하여 실생활에 활용한다.",INVALID
135,기술가정,invalid,-1.0,"가족의 건강과 환경을 고려한 식품 선택의 중요성을 이해하고, 식품을 안전하게 관리하고 보관하는 방법을 탐색하여 실생활에 활용한다.",INVALID
136,사회,invalid,-1.0,"옛날의 세시 풍속을 알아보고, 오늘날의 변화상을 탐색하여 공통점과 차이점을 분석한다.",INVALID
137,사회,invalid,-1.0,"대중 매체와 대중문화의 의미와 특징을 이해하고, 대중문화를 비판적으로 평가하는 태도를 가진다.",INVALID
138,사회,invalid,-1.0,"지중해성 기후와 서안 해양성 기후를 우리나라 기후와 비교하고, 이들 지역의 농업과 생활 모습을 조사한다.",INVALID
139,사회,invalid,-1.0,"해안 지형으로 유명한 세계적 관광지를 선정하여 그 지형의 형성 과정을 파악하고, 관광 산업이 현지에 미친 영향을 평가한다.",INVALID
140,사회,invalid,-1.0,"지도를 통하여 지구상의 다양한 지리적 문제를 확인하고, 그 현황과 원인을 조사한다.",INVALID
141,정보,invalid,-1.0,"유무선 네트워크의 특성을 이해하고, 컴퓨팅 시스템 간 공유, 협력, 소통을 위한 네트워크 환경을 구성한다.",INVALID
142,정보,invalid,-1.0,"유무선 네트워크의 특성을 이해하고, 컴퓨팅 시스템 간 공유, 협력, 소통을 위한 네트워크 환경을 구성한다.",INVALID
143,정보,invalid,-1.0,복잡한 문제를 해결 가능한 작은 문제로 분해하고 모델링한다.,INVALID
144,정보,invalid,-1.0,복잡한 문제를 해결 가능한 작은 문제로 분해하고 모델링한다.,INVALID
145,정보,invalid,-1.0,"자료형의 종류와 특성을 알고, 적합한 자료형을 선택하여 프로그램을 작성한다.",INVALID
146,정보,invalid,-1.0,정보과학 분야의 직업과 진로를 탐색한다,INVALID
147,정보,invalid,-1.0,사이버 공간에서 발생하는 사회적 문제를 예방하기 위한 제도를 이해하고 사이버 윤리를 실천한다.,INVALID
148,정보,invalid,-1.0,"복잡한 문제 상황에서 문제의 현재 상태, 목표 상태를 이 해하고 목표 상태에 도달하기 위해 수행해야 할 작업을 분석한다.",INVALID
149,정보,invalid,-1.0,"복잡한 문제 상황에서 문제의 현재 상태, 목표 상태를 이 해하고 목표 상태에 도달하기 위해 수행해야 할 작업을 분석한다.",INVALID
150,정보,invalid,-1.0,복잡한 문제 상황에서 문제 해결에 불필요한 요소를 제거하 거나 필요한 요소를 추출한다.,INVALID
151,정보,invalid,-1.0,텍스트 기반 프로그래밍 언어의 개발 환경 및 특성을 이해 한다.,INVALID
152,정보,invalid,-1.0,표준입출력과 파일입출력을 활용한 프로그램을 작성한다.,INVALID
153,정보,invalid,-1.0,다양한 학문 분야의 문제 해결을 위한 알고리즘을 협력하여 설계한다.,INVALID
154,정보,invalid,-1.0,다양한 학문 분야의 문제 해결을 위해 설계한 알고리즘을 프로그램으로 구현하고 효율성을 비교·분석한다.,INVALID
155,정보,invalid,-1.0,운영체제의 개념과 기능을 이해하고 운영체제를 활용하 여 컴퓨팅 시스템의 자원을 효율적으로 관리한다.,INVALID
156,정보,invalid,-1.0,피지컬 컴퓨팅 장치의 동작을 제어하기 위한 프로그램을 작성한다.,INVALID
157,정보,invalid,-1.0,"컴퓨팅 시스템의 구성요소와 동작 원리를 이해하고, 운영 체제의 기능을 분석한다.",INVALID
158,정보,invalid,-1.0,"컴퓨팅 시스템의 구성요소와 동작 원리를 이해하고, 운영 체제의 기능을 분석한다.",INVALID
159,정보,invalid,-1.0,"피지컬 컴퓨팅의 개념을 이해하고, 생활 속에서 적용된 사례 조사를 통해 컴퓨팅 시스템의 필요성과 가치를 판단한다.",INVALID
160,정보,invalid,-1.0,문제 해결 목적에 맞는 피지컬 컴퓨팅 구성요소를 선택하여 시스템을 구상한다.,INVALID
161,정보,invalid,-1.0,문제 해결 목적에 맞는 피지컬 컴퓨팅 구성요소를 선택하여 시스템을 구상한다.,INVALID
162,정보,invalid,-1.0,문제 해결 목적에 맞는 피지컬 컴퓨팅 구성요소를 선택하여 시스템을 구상한다.,INVALID
163,정보,invalid,-1.0,"실생활의 데이터가 디지털 형태로 변환되어 활용되는 긍정적 가치를 탐색하고, 다양한 데이터를 디지털 형태로 표현한다.",INVALID
164,정보,invalid,-1.0,"문제 해결에 적합한 데이터를 수집하고, 목적에 맞게 구분하여 관리한다.",INVALID
165,정보,invalid,-1.0,"문제 해결에 적합한 데이터를 수집하고, 목적에 맞게 구분하여 관리한다.",INVALID
166,정보,invalid,-1.0,"실생활의 데이터를 표, 다이어그램 등 다양한 형태로 구조화한다.",INVALID
167,정보,invalid,-1.0,"실생활의 데이터를 표, 다이어그램 등 다양한 형태로 구조화한다.",INVALID
168,정보,invalid,-1.0,"실생활의 데이터를 표, 다이어그램 등 다양한 형태로 구조화한다.",INVALID
169,정보,invalid,-1.0,여러 학문 분야의 사례를 중심으로 데이터를 수집 분석하여 융합적으로 문제를 해결한다.,INVALID
170,정보,invalid,-1.0,여러 학문 분야의 사례를 중심으로 데이터를 수집 분석하여 융합적으로 문제를 해결한다.,INVALID
171,정보,invalid,-1.0,문제의 상태를 정의하고 수행 가능한 형태로 구조화한다.,INVALID
172,정보,invalid,-1.0,문제의 상태를 정의하고 수행 가능한 형태로 구조화한다.,INVALID
173,정보,invalid,-1.0,"문제 해결을 위한 추상화의 중요성을 이해하고, 핵심요소를 중심으로 알고리즘을 표현한다.",INVALID
174,정보,invalid,-1.0,"알고리즘의 중요성을 이해하고, 문제를 해결하는 다양한 알고리즘을 비교 분석한다.",INVALID
175,정보,invalid,-1.0,사례를 중심으로 문제 해결에 적합한 전략을 선택하여 알고리즘을 설계한다.,INVALID
176,정보,invalid,-1.0,"인공지능 학습에서 데이터의 중요성을 이해하고, 학습에 필요한 데이터를 수집하여 분류한다.",INVALID
177,정보,invalid,-1.0,다양한 데이터를 활용하여 인공지능 시스템을 구성하고 적용한다.,INVALID
178,정보,invalid,-1.0,다양한 데이터를 활용하여 인공지능 시스템을 구성하고 적용한다.,INVALID
179,정보,invalid,-1.0,다양한 데이터를 활용하여 인공지능 시스템을 구성하고 적용한다.,INVALID
180,정보,invalid,-1.0,"인공지능 시스템으로 해결 가능한 문제를 발견하고, 문제 해결에 적합한 인공지능 시스템을 적용한다.",INVALID
181,정보,invalid,-1.0,인공지능 학습에 필요한 데이터의 수집과 활용에서 발생하는 윤리적인 문제의 해결 방안을 구상한다.,INVALID
182,정보,invalid,-1.0,인공지능 학습에 필요한 데이터의 수집과 활용에서 발생하는 윤리적인 문제의 해결 방안을 구상한다.,INVALID
183,정보,invalid,-1.0,"디지털 사회의 특성을 탐구하고, 사회 변화에 따른 직업의 변화를 탐구한다.",INVALID
184,정보,invalid,-1.0,디지털 사회의 구성원으로서 편리하고 안전한 생활을 위한 규칙에 대해 민주적으로 논의하고 실천 방안을 수립한다.,INVALID
185,도덕,exact,0.5890413522720337,"자신의 삶과 가치관에 대한 성찰을 통해 자아를 올바로 이해하고, 삶에서 도덕이 필요한 이유에 근거하여 도덕적인 삶에 대한 의지를 기른다.","정서적, 배려적 공동체로서 가정의 특성과 도덕적 기능을 파악하고, 가정에서 발생하는 갈등을 공감적인 소통과 민주적인 과정을 통해 해소하는 의지를 기른다."
186,도덕,exact,0.6751003265380859,"자신의 삶과 가치관에 대한 성찰을 통해 자아를 올바로 이해하고, 삶에서 도덕이 필요한 이유에 근거하여 도덕적인 삶에 대한 의지를 기른다.","옳고 그름을 분별할 수 있는 도덕적 기준을 탐구하고, 도덕적 상상력을 바탕으로 일상의 도덕 문제들에 도덕적 추론을 적용할 수 있다."
187,도덕,exact,0.5890413522720337,"자신의 삶과 가치관에 대한 성찰을 통해 자아를 올바로 이해하고, 삶에서 도덕이 필요한 이유에 근거하여 도덕적인 삶에 대한 의지를 기른다.","정서적, 배려적 공동체로서 가정의 특성과 도덕적 기능을 파악하고, 가정에서 발생하는 갈등을 공감적인 소통과 민주적인 과정을 통해 해소하는 의지를 기른다."
188,도덕,exact,0.8028135299682617,"자신의 삶과 가치관에 대한 성찰을 통해 자아를 올바로 이해하고, 삶에서 도덕이 필요한 이유에 근거하여 도덕적인 삶에 대한 의지를 기른다.","일상에서 발생하는 부도덕한 행동의 여러 원인을 분석하고, 도덕적 인격이 갖추어야 할 특성들을 파악하여 이를 내면화하는 의지를 기른다."
189,도덕,exact,0.8028135299682617,"자신의 삶과 가치관에 대한 성찰을 통해 자아를 올바로 이해하고, 삶에서 도덕이 필요한 이유에 근거하여 도덕적인 삶에 대한 의지를 기른다.","일상에서 발생하는 부도덕한 행동의 여러 원인을 분석하고, 도덕적 인격이 갖추어야 할 특성들을 파악하여 이를 내면화하는 의지를 기른다."
190,도덕,exact,0.6886794567108154,"일상에서 발생하는 부도덕한 행동의 여러 원인을 분석하고, 도덕적 인격이 갖추어야 할 특성들을 파악하여 이를 내면화하는 의지를 기른다.","옳고 그름을 분별할 수 있는 도덕적 기준을 탐구하고, 도덕적 상상력을 바탕으로 일상의 도덕 문제들에 도덕적 추론을 적용할 수 있다."
